,BLS TC Sign 32B (µs),BLS TC Sign 1MiB (µs),BLS BLST Sign 32B (µs),BLS BLST Sign 1MiB (µs),ED25519 Sign 32B (µs),ED25519 Sign 1MiB (µs),BLS TC Verify 32B (µs),BLS TC Verify 1MiB (µs),BLS BLST Verify 32B (µs),BLS BLST Verify 1MiB (µs),ED25519 Verify 32B (µs),ED25519 Verify 1MiB (µs),SHA2-512 32B (µs),SHA2-512 1MiB (µs),SHA3-256 32B (µs),SHA3-256 1MiB (µs)
Average,=AVERAGE(B5:B1004),=AVERAGE(C5:C1004),=AVERAGE(D5:D1004),=AVERAGE(E5:E1004),=AVERAGE(F5:F1004),=AVERAGE(G5:G1004),=AVERAGE(H5:H1004),=AVERAGE(I5:I1004),=AVERAGE(J5:J1004),=AVERAGE(K5:K1004),=AVERAGE(L5:L1004),=AVERAGE(M5:M1004)
Median,=MEDIAN(B5:B1004),=MEDIAN(C5:C1004),=MEDIAN(D5:D1004),=MEDIAN(E5:E1004),=MEDIAN(F5:F1004),=MEDIAN(G5:G1004),=MEDIAN(H5:H1004),=MEDIAN(I5:I1004),=MEDIAN(J5:J1004),=MEDIAN(K5:K1004),=MEDIAN(L5:L1004),=MEDIAN(M5:M1004)
stdev,=STDEV(B5:B1004),=STDEV(C5:C1004),=STDEV(D5:D1004),=STDEV(E5:E1004),=STDEV(F5:F1004),=STDEV(G5:G1004),=STDEV(H5:H1004),=STDEV(I5:I1004),=STDEV(J5:J1004),=STDEV(K5:K1004),=STDEV(L5:L1004),=STDEV(M5:M1004)
320,1812.792,3266.5,129.083,522.083,11.75,3480.959,3935.25,5698.083,529.792,918.792,28.292,1744.917,0.25,1758.667,0.208,1587.666
321,1555.625,3203.75,125.709,513.75,11.916,3496.334,3917.542,5745.208,554.125,926.625,27.833,1769.5,0.25,1782.958,0.25,1638.375
322,1587.375,3223.25,133.875,513.834,11.709,3511.833,4023.292,5747.25,524.833,919.875,28.25,1734.167,0.25,1783.208,0.208,1724.792
323,1504.667,3147.041,125.75,547.042,11.708,3478.708,3971.75,5593.958,528.459,934.75,28.167,1751.667,0.25,1748.25,0.208,1651.583
324,1589,3219.959,125.625,528.917,11.667,3538.125,4187.417,5492.5,518.833,921.125,27.417,1867.458,0.208,1715.417,0.208,1594.417
325,1606.875,3098.083,125.75,527.25,11.708,3529,3953.875,5857.375,518.958,918.666,28.292,1828.25,0.208,1748.417,0.208,1662.75
326,1823.833,3222.25,125.625,515.833,11.75,3476.625,3953.625,5596.458,516.709,931.25,27.875,1837.334,0.208,1735.959,0.209,1636.333
327,1609.875,3141.083,125.584,562.916,11.708,3494.25,4004.75,5523.25,516.292,920.375,28.041,1734.5,0.208,1777,0.209,1636
328,1577.666,3280.208,129.125,529.375,11.708,3478.542,3869.625,5617.75,518.583,935.334,28.167,1770.916,0.25,1779.125,0.209,1727.375
329,1841.833,3323.041,133.042,539,11.75,3447.875,3942.583,5689.584,528.5,927.334,28.125,1735.666,0.25,1747.375,0.209,1671.625
330,1496.708,3402.959,125.542,513.667,11.708,3460.417,3947.959,5615.666,545.959,920.917,27.875,1853.958,0.25,1894.25,0.209,1798.584
331,1604.959,3338.5,125.792,569.291,11.625,3497.666,3862.791,5518.875,532.583,917.208,27.833,1780.041,0.25,1830.875,0.333,1592.542
332,1806.667,3395.709,125.5,522.083,11.667,3477.917,3872.5,5616.541,523.791,919.625,28.042,1742.125,0.209,1745.125,0.208,1599.417
333,1532.75,3068.5,125.75,544.583,11.667,3471.417,3973.292,5648.334,517.375,932.875,28.083,1810.125,0.209,1809.041,0.208,1637.083
334,1561.958,3325.708,125.625,567.084,11.709,3461.917,4277.875,5615.25,518.625,918.291,27.791,1829.709,0.209,1710.333,0.25,1742.75
335,1536.667,3086.042,132.042,533.375,11.667,3454.167,4048.458,5633.875,523,933.583,27.958,1735.084,0.25,1908.875,0.209,1596.916
336,1548.5,3415.083,125.583,551.375,11.708,3459.75,4014.375,5481.5,519,918.5,28.291,1788.25,0.25,1866.667,0.209,1762.084
337,1506.75,3097.291,130.5,562.5,11.709,3495.875,4199.709,5702.125,531.083,926.041,28.25,1760.167,0.25,1817.75,0.209,1701.917
338,1510.041,3191.625,125.833,538.959,11.917,3441.042,4119.875,5595.417,536.667,917.708,27.833,1804,0.208,1786.916,0.209,1731.209
339,1731.25,3182.667,125.708,545.625,11.875,3489.125,3904.417,5644.584,554,925.708,27.958,1812.667,0.208,1828.709,0.209,1639
340,1589.292,3130.042,129.375,530.667,11.667,3479.792,3995.458,5595.375,527.25,919.333,27.875,1778.083,0.208,1764,0.209,1704.583
341,1524.417,3177.875,125.5,513.917,11.958,3452.333,4076.375,5660.625,526,919.166,27.625,1734.542,0.25,1728,0.25,1637.917
342,1970.542,3189.708,125.833,548.5,11.709,3557.458,3994.417,5633.083,517.5,917.917,28.125,1755.583,0.25,1811.084,0.208,1635.875
343,1562.541,3239.542,125.667,514.25,11.625,3447.292,3940.583,5706.291,519.958,921.083,28.208,1750.917,0.25,1830.459,0.208,1625.417
344,1497.583,3202.917,129.041,538.333,11.666,3492.541,3884,5732.125,535.625,917.292,28,1779.959,0.209,1844.167,0.208,1633.625
345,1811.625,3206,133.125,531.375,11.709,3630.083,3967.958,5568.334,520.125,917.417,27.625,1826.833,0.25,1842.209,0.208,1645.209
346,1606.167,3187.458,125.667,540.416,11.625,3668.333,4105.333,5587.25,526,920,27.75,1813.417,0.208,1837.708,0.25,1686.708
347,1611.167,3146.792,125.666,531.333,11.666,4140.875,3978.042,5480.208,517.25,915.708,27.583,1762.792,0.208,1858.792,0.208,1740.583
348,1740.833,3229.166,125.584,522.458,11.709,3929.458,4037.084,5524.125,513.875,931.583,28.333,1762.167,0.208,1814.209,0.208,1726.75
349,1709.542,3174.542,125.542,529.583,11.708,4024.875,4015.084,5600.583,522.208,920.625,27.958,1769.792,0.25,1758.917,0.25,1665.709
350,1506.875,3230.417,125.583,533.291,11.666,3637.333,4112.166,5555.583,519.875,927.5,27.916,1793.083,0.25,1736.125,0.209,1591.042
351,1533.083,3428.583,125.542,533.792,11.625,3657.667,3916.041,5530.625,519.667,927,28.292,1830.375,0.25,1867.375,0.209,1592.291
352,1514.5,3133.292,125.666,520.375,11.708,3557.75,3892.708,5572.167,519.292,927.75,28.041,1798.375,0.25,1784.458,0.209,2231.209
353,1545.333,3179,130.125,519.916,11.709,3693.042,3919.667,5615.333,517.917,925.208,28,1735.458,0.25,1785.25,0.25,1679.417
354,1736.25,3118.709,125.75,517.625,11.709,3658.833,3892.166,5535.333,519.167,925.292,28,1734.333,0.209,1888.875,0.209,1647.333
355,1508.417,3136.084,125.708,525.042,11.75,3473.333,4073.667,5601.209,515.708,923.042,28.041,1813.792,0.25,1763.666,0.209,1699.333
356,1589.541,3352.625,125.584,521.167,11.666,3474.166,3949.459,5750,517.375,919.833,28.25,1773,0.25,1844.417,0.209,1778.584
357,1668.875,3244.959,125.625,559.167,11.667,3700.458,3872.292,5762.208,527.708,920.292,28.042,1740.125,0.25,1757.209,0.208,1809.792
358,1597.166,3307.792,125.625,532.042,11.75,3638.875,3889.333,5707.959,533.209,920.167,33.625,1786.958,0.25,1757.917,0.208,1788.167
359,1698.625,3233.625,129.083,559.958,11.708,3425.375,3956.042,5534.291,545.084,920.666,28.041,1830.375,0.208,1733.875,0.208,1607.708
360,1579.625,3417.584,125.792,549.583,12.375,3510.375,3900.709,5571.417,536.792,928.208,28.041,1835.583,0.208,1724.833,0.208,1711.083
361,1675.75,3144.459,133.167,526.125,11.709,3692.083,3896.625,5532.875,531.291,920.083,28,1808.666,0.25,1791.75,0.208,1705.5
362,1605,3119.666,125.625,524,11.667,4438.25,3905,5519.792,520.292,935.042,27.709,1810.041,0.25,1733.584,0.208,1615.209
363,1504.833,3374.375,125.5,514,11.708,4100.25,4004.584,5581,525.791,919.792,27.959,1813,0.25,1864.708,0.25,1706.75
364,1488.625,3335.959,125.667,544.708,11.792,3607.667,3943.417,5622.5,516.583,927.25,28.041,1813.083,0.209,1810.417,0.209,1618
365,1962.041,3160.667,125.541,524.583,11.708,3584.917,4048.625,5592.666,516.625,924.875,28,1814.333,0.209,1824.542,0.209,1749.917
366,1778.875,3279.583,125.833,549.375,11.667,3747.458,3892.334,5561.959,523.417,920.041,27.417,1812.791,0.209,1711.209,0.209,1725.583
367,1720.458,3211.709,125.625,513.958,11.708,3627.834,4106.875,5758.917,536.334,918.292,28.209,1890.708,0.209,1793.875,0.209,1626.5
368,1596.084,3156.917,125.542,522.792,11.625,3541.041,4311,5823.791,520.833,927.25,27.958,1771.583,0.25,1800.083,0.208,1673.584
369,1475.834,3199.791,130.041,514.041,11.666,3491.625,4492.709,5773.708,528.667,920.042,27.708,1851.208,0.208,1706.708,0.25,1738.416
370,1733.709,3182.667,125.5,527.792,11.792,3613.291,4019.459,5706.5,524.125,920.541,28,1838.666,0.208,1898.459,0.25,1668.667
371,1574.166,3104.5,125.667,514.083,11.708,3526.125,3960.417,5599.875,520.792,920.125,28.333,1875.125,0.25,1706.5,0.25,1665.5
372,1548.417,3086.084,125.875,557.792,11.625,3767.458,3970.417,5861.25,525.583,945.167,27.75,1810.5,0.25,1711.458,0.208,1704.5
373,1506.542,3061.417,125.875,518.541,11.667,3537.625,3890.834,5695.375,518.166,920.583,28.041,1812.875,0.25,1755.333,0.208,1632.958
374,1479,3429.208,125.709,513.625,11.708,3796.292,3870.167,5939.25,539.917,938.375,31.625,1815.583,0.208,1711.5,0.25,1645.834
375,1525.333,3144.375,125.791,513.958,11.667,3712.542,4154.541,5760.834,516.042,927.75,27.958,1812.333,0.208,1719.625,0.208,1642.667
376,1732,3086.792,137.292,570.625,11.708,3694.25,3865.292,5571.708,518.5,919.167,35.75,1812.583,0.208,1828.125,0.208,1706.583
377,1514.917,3197.25,125.833,528.375,11.709,3595.375,3867.416,5493.833,516.417,920.542,27.625,1908,0.25,1745.541,0.208,1630.541
378,1810.292,3331.292,125.792,513.916,11.708,3650.541,3873.708,6076.041,546.083,926.166,28.166,1823.417,0.25,1720.958,0.208,1687.375
379,1588.875,3228.833,129.166,584.042,11.625,3599.083,4027.875,5596.042,533.042,927.292,27.834,1749.833,0.25,1719.583,0.209,1667.708
380,1553.375,3280.375,125.5,530.917,11.625,3566.5,3889.375,5494.125,532.834,920.791,28.166,1746.25,0.25,1722.084,0.209,1624.333
381,1712.708,3114.708,125.625,518.292,11.708,3688.666,3882.208,5547.875,527.459,920.709,28,1734.292,0.208,1720,0.209,1674.25
382,1616.625,3253.542,125.833,514,11.667,3595.875,4044.459,5921.708,524.333,928,33.5,1766.417,0.208,1751.25,0.209,1656.834
383,1515.208,3083.542,125.792,524.208,11.708,3654.917,3945.542,5542.333,517.834,917.458,27.75,1785.375,0.25,1769,0.209,1667.042
384,1581.208,3077.416,133.167,528,11.708,3641,3888.417,5603.042,516.5,925.333,27.917,1735.125,0.25,1730.375,0.209,1708.75
385,1616.958,3334.292,125.583,530.917,11.75,3686.959,4047.125,5464,518.333,920.916,28.375,1849.917,0.25,1838.167,0.292,1588.625
386,1670.5,3133.625,125.75,579.583,11.708,3587.833,4029.792,5488.916,547.292,921.166,28.084,1857.417,0.25,1834.5,0.25,1600.542
387,1533.958,3201.583,129,532.959,11.958,3633.125,3891.041,5569.833,523.416,922.333,28.208,1833.375,0.209,1865.875,0.25,1682.417
388,1649.375,3180.5,125.792,514,11.875,3676.583,3896.625,5597,553.5,917.708,28.125,1734.916,0.209,1706.667,0.208,1641.75
389,1735.542,3164.583,125.958,513.875,11.708,3509.667,3872.542,5639.375,557.042,941.125,27.833,1849.625,0.25,1732.792,0.208,1597.583
390,1659.5,3242.167,129.167,513.875,12,3425.25,3956.917,5540.959,521.542,941.25,28.125,1829.625,0.25,1829.375,0.208,1599.084
391,1640.666,3112.875,125.583,541,11.917,3642.958,3893.25,5503.167,527,921.625,28.125,1765.958,0.25,1710.917,0.209,1632.834
392,1820.459,3192.958,133.292,538.833,11.916,3667.916,4173.916,5646.709,518.75,924.792,28.25,1752.25,0.25,1735.75,0.209,1619.75
393,1486.667,3107.166,125.666,513.791,11.667,3726.875,4127.375,5474.292,554.875,918.709,28.291,1752.458,0.25,1842.709,0.209,1608.709
394,1525.833,3155.875,125.709,584.875,11.708,3645.709,3907.292,5639.583,533.208,926,27.917,1752.125,0.208,1728.125,0.292,1628.459
395,1581.125,3108.208,125.625,520.542,11.792,3694.334,3890.167,5633.542,516.125,928.792,27.75,1779.542,0.208,1769.417,0.208,1638.25
396,1515.583,3143.584,125.584,514.25,11.708,3600.458,3891.041,5551.583,523.333,917.959,28.166,1749.042,0.208,1801,0.208,1634.5
397,1517.75,3135.958,125.708,513.959,11.709,3683.459,3974.541,5512.708,521.041,928,27.917,1761.208,0.25,1831.083,0.208,1619.583
398,1537.167,3173.042,125.875,576.792,11.75,3685.708,4107.5,5568.5,518.333,917.916,27.917,1830.458,0.25,1724.75,0.25,1611.833
399,1577.625,3177,128.917,576.708,11.75,3708.542,4032.167,5549.125,549.792,929.75,27.833,1805.667,0.25,1841.334,0.208,1664.166
400,1497.792,3255.584,130.375,572.833,11.666,3675.208,4007.625,5489.417,519.125,948.791,28.083,1756.667,0.209,1738.584,0.208,1589
401,1516.5,3524.375,125.958,542.125,11.667,3651.666,4083.458,5507.291,524.708,947.5,27.708,1776.541,0.25,1748.166,0.208,1645.584
402,1569.208,3223.458,125.791,536.291,11.667,3616.667,4031.959,5628.667,516.208,935.5,28.375,1800.833,0.25,1846.5,0.208,1641.125
403,1529.291,3300.583,125.667,545.25,11.709,3645.084,3940.666,5488.375,525,942.584,27.792,1786.458,0.208,1766.042,0.208,1639.5
404,1586.917,3172.625,125.291,517.209,11.75,3516.5,4012.208,5622.583,518.25,920.417,27.959,1811.084,0.208,1821.75,0.208,1667.416
405,1478.625,3116.958,125.542,537.042,11.708,3470.166,4076.833,5586.5,516.375,963.25,28.084,1817.542,0.25,1748.416,0.209,1649.541
406,1503.5,3170.042,131,539.875,11.708,3538.958,3978.333,5649.125,523.209,936.375,28.166,1751.583,0.25,1774.833,0.209,1644.459
407,1843.167,3140.791,125.958,513.916,11.917,3711.708,3952.25,5691.834,521.875,938.458,28,1778.375,0.209,1717.459,0.209,1615.625
408,1580.875,3552.209,125.625,522,11.666,3649.416,3941.583,5632.292,543.208,946.209,27.708,1747.583,0.209,1727.209,0.209,1613.042
409,1499.916,3174.959,125.917,540.208,11.916,3487.625,4006.833,5592.833,520.917,953.333,28.084,1773.25,0.208,1808.917,0.25,1623.541
410,1870.209,3112.708,125.833,523.333,11.625,3633.25,4016.458,5607.792,524.458,944.375,27.833,1785.916,0.25,1706.458,0.25,1656.958
411,1648.834,3160.708,125.625,550.333,11.667,3493.5,3966.792,5614.208,516.5,952.875,27.875,1801.208,0.25,1820.792,0.25,1657.083
412,1598.875,3116.25,125.583,517.125,11.708,3524.625,4174.166,5894.25,516.792,951.083,28.167,1844.083,0.25,1955.875,0.208,1624.333
413,1625.875,3600.959,125.875,525.458,11.708,3517.5,3927.792,5884.625,523.458,952,28.125,1877.292,0.208,1845.208,0.208,1604.541
414,1496.167,3145.834,128.833,527.458,11.709,3561.417,3893.5,5846.458,533.125,957.458,28.291,1766.5,0.208,1800.042,0.208,1689.041
415,1536,3260.625,125.75,513.75,11.708,3731.792,3972.083,5559.667,523.833,943.709,28.208,1764.625,0.208,1728.917,0.25,1604.167
416,1490.458,3270.625,135.375,517.291,11.667,3492.167,3927.792,5533.042,517,927.333,27.834,1834.084,0.25,1800.917,0.208,1616
417,1527.459,3112.375,125.584,521.125,11.75,3475.875,3966.875,5580.75,527.416,940.208,27.75,1825.458,0.25,1725.667,0.208,1762.75
418,1513.125,3201.208,129.25,516.834,11.709,3533.959,3890.834,5807.917,518.834,928.667,28.166,1852.833,0.25,1875.791,0.208,1624.959
419,1532.375,3260.958,125.459,513.75,11.667,3832.292,4273.75,5642.75,519.084,921.208,27.583,1792.166,0.208,1757.625,0.208,1599.625
420,1957.375,3088.292,132.042,535.208,11.708,3569.083,3949.541,5702.958,517.042,960.459,28.166,1734.834,0.208,1741.208,0.208,1631.416
421,1552.833,3249.75,129.333,517.75,11.708,3643.042,4037.209,5801.083,516.208,952.625,27.875,1755.875,0.25,1772.208,0.25,1634.375
422,1575.125,3496.167,125.667,513.709,11.792,3554.917,3959.792,5572.5,515.417,947.625,28,1772.75,0.25,1731.875,0.209,1612.292
423,1517.083,3185.5,130.667,513.542,11.625,3512.875,4116.333,5508.125,539.333,937.833,31.292,1811.333,0.25,1761.167,0.209,1617.084
424,1588.792,3375.667,125.75,528,11.667,3670.667,3917.167,5566.166,533.5,952.25,27.958,1809.333,0.208,1737.25,0.209,1645.834
425,1731.541,3227.125,129,541.125,11.625,3523.667,3967.125,5502.583,527.291,950.042,28.125,1810.875,0.25,1834,0.25,1604.5
426,1490.875,3134.542,125.291,530.791,11.792,3548.792,3985.25,5579.791,518.166,939.375,27.75,1764.958,0.209,1829.042,0.25,1640.458
427,1557.042,3116.542,125.5,522.75,11.833,3497.125,4109.792,5563.75,516.75,938.292,27.417,1763.625,0.25,1714.125,0.208,1635.333
428,1512.958,3228.875,125.75,517.833,19.625,3563.042,3934.917,5541.583,519.709,929.042,27.875,1773.875,0.25,1846.042,0.208,1638.25
429,1582.375,3107.875,125.792,524.541,11.708,3475.958,4047.542,5676.917,518.333,969.625,27.75,1793.375,0.25,1730.792,0.208,1639.083
430,1538.833,3178.5,129.125,524.417,11.792,3534.917,4006.416,5544.417,540,940.666,28.5,1769.459,0.25,1850.125,0.208,1630.875
431,1523.416,3143.75,137.959,517.583,11.666,3540.958,4114.417,5589.667,516.375,970.75,32.291,1779.042,0.208,1756.625,0.25,1663.084
432,1576.625,3137.125,128.917,523.583,11.666,3474.542,4000.375,5621.75,515.958,960.833,28.084,1734.375,0.208,1796.042,0.208,1677.708
433,1519.166,3137.125,128.875,517.375,11.666,3508.458,3896.875,5794.5,536.959,954.625,27.917,1736.792,0.25,1791.875,0.208,1658.208
434,1544.042,3093.042,125.875,513.833,11.792,3682.208,3968.666,5613.542,525.417,934.75,28.292,1779.375,0.25,1752.791,0.208,1632.708
435,1687.25,3089,125.583,517.75,11.708,3657.5,4028.833,5579.375,532.667,932.5,28.25,1759.875,0.25,1713.417,0.25,1621.875
436,1690.084,3075.375,125.75,523.917,11.708,3577.75,3969.583,5729.542,533.875,955.584,28.125,1803.583,0.25,1805.75,0.209,1592.125
437,1519.375,3254.833,134.083,514,11.625,3630.208,3977.958,5571.584,535.625,930.959,28.125,1789.291,0.209,1838.125,0.209,1689.667
438,1531.5,3172.5,129.125,513.917,11.75,3524.125,4186.75,5581,534.375,958.958,28.667,1751.958,0.209,1720.042,0.25,1696.542
439,1656.917,3229.125,130.334,546.75,11.709,3526.084,3871.917,5598.75,527.5,963.791,28.166,1751.875,0.209,1736.333,0.208,1592.833
440,1542.583,3296,125.459,525.417,11.708,3462.25,4092.5,5533.209,520,945.958,28.291,1734.083,0.209,1800.375,0.208,1718.084
441,1555.542,3234.5,125.666,521.875,11.708,3564.916,4058.25,5835.333,536.041,948.833,28.208,1756.875,0.25,1706.292,0.208,1660.542
442,1574.375,3187.583,130.709,513.667,11.667,3505.791,3954.167,5519.167,523.917,946.167,28.417,1755.875,0.208,1707.667,0.208,1590.791
443,1488.042,3600.958,134.709,524.292,11.667,3514.875,3976.583,5630.334,524.917,969.917,28.291,1757.209,0.208,1761.834,0.25,1633.25
444,1669,3331.375,125.625,517.292,11.75,3542.625,3949.75,5609.042,524.333,955.917,28.042,1734.458,0.208,1865.458,0.208,1616.708
445,1701.708,3221.417,125.5,521.167,11.709,3480.958,4007.542,5533.125,516.083,957.042,28.125,1786.25,0.208,1720.417,0.208,1629
446,1647.167,3101.583,125.708,513.875,11.708,3489,3957.709,5495.708,522.5,949.917,28.042,1776.708,0.25,1803.959,0.208,1601.334
447,1506.25,3131.958,130.333,531.333,11.667,3542.583,3865.167,5748.166,539.5,919.875,28.25,1769.083,0.25,1826.167,0.208,1588.916
448,1524.75,3066.375,125.542,519.209,11.708,3498.417,4399.166,5596.708,527,948.75,28.292,1736.125,0.25,1719.834,0.208,1590.875
449,1674.084,3099.959,133.792,528.917,11.708,3515.208,3908.542,5710.875,542.209,958.041,27.792,1744.042,0.25,1877.834,0.25,1711.25
450,1532.792,3234.708,125.583,537.75,11.584,3502,3978.792,5842.833,542.667,930.916,27.958,1739.292,0.208,1724,0.208,1736.083
451,1524,3273.291,133,524.459,11.708,3479.916,4028.875,5852.083,523.542,948.125,28.292,1769.208,0.25,1720.333,0.208,1585.833
452,1631.666,3287.375,129.042,539.792,11.625,3524.917,3891.125,5619.542,520.084,938.75,28.416,1775.667,0.25,1855.875,0.25,1711.459
453,1496.917,3377.5,125.875,513.709,11.792,3525.583,3884.708,5585.958,525.292,942.625,28.208,1783.208,0.25,1720.666,0.209,1661.292
454,1562.708,3150.333,134,551.791,11.708,3535.209,3954.333,5576.625,521.625,935.625,28.125,1738.041,0.25,1770.958,0.209,1624.583
455,1627.292,3239.292,125.541,520.916,11.666,3583.834,3999.459,5583.708,521.75,920.875,28.208,1820.459,0.208,1798.208,0.209,1633.666
456,1748.666,3117.875,125.792,537.417,11.75,3486.25,3967.958,5779,527.167,935.5,28.25,1734.542,0.208,1799.916,0.25,1624.375
457,1562.375,3100.25,129.042,513.667,11.666,3475.875,4070.041,5553.667,525.709,927.709,27.791,1836.041,0.209,1821.25,0.209,1606.167
458,1632.875,3260.875,125.541,513.792,11.667,3472.791,4079.375,5915.083,521.167,936.125,28.542,1747.125,0.209,1739.458,0.209,1680
459,1498.208,3081.625,125.709,522.167,11.75,3508.375,3990.083,5552.542,517.208,939.708,27.75,1798.417,0.209,1900.292,0.25,1667.208
460,1576.208,3110.875,125.583,529.084,11.708,3516.958,3909,5970.917,516.708,942.375,27.959,1770.459,0.209,1710.5,0.25,1623.708
461,1620.916,3116.625,125.792,513.75,11.917,3462.167,4110.75,5741.042,515.209,945.458,28.084,1758.333,0.25,1759.5,0.208,1781.584
462,1495.834,3173.416,130.125,529.292,11.708,3467.625,3980.375,5590.25,518.209,936.791,28.208,1743,0.25,1791.167,0.208,1632.25
463,1876.25,3154.917,125.666,517.083,11.833,3493.708,3918.959,5585.292,518.041,937.083,27.917,1769.166,0.25,1778.75,0.208,1668.542
464,1542.709,3134.666,125.709,543.375,11.667,3449.667,3885.416,5610.25,516.167,945.542,28.084,1786.083,0.208,1733.792,0.208,1653.042
465,1590.5,3574.792,125.666,513.792,11.709,3496.75,3891.333,5761.208,520.5,945.833,27.833,1789.542,0.25,1876.917,0.208,1603.417
466,1521.209,3193.291,125.75,514,11.625,3434.5,3952.375,5538.75,523.917,954.875,28,1811.083,0.25,1724.291,0.208,1774.167
467,1663.666,3371.333,125.917,539.083,14.333,3464.084,4035.875,5545.792,527.416,920.958,28.042,1747.916,0.209,1731.417,0.25,1679.542
468,1525.583,3197.042,129,520.25,11.959,3489.5,4013.291,5530.75,524.5,939.208,27.583,1751.709,0.209,1746.416,0.208,1671.292
469,1831.208,3136.291,125.708,529.125,11.875,3432,3976.042,5568.583,517.25,920.333,28.084,1759.959,0.25,1724.666,0.208,1614.917
470,1654.208,3155.375,133.792,542.875,11.666,3520.25,4117,5607.958,535.042,943.917,28,1777,0.25,1718.917,0.25,1608.125
471,1705.375,3067.625,125.75,554.125,11.75,3478.208,3895.583,5551.875,538.667,943.084,28.208,1764,0.25,1765.916,0.209,1617.5
472,1538.834,3222.459,125.75,513.833,11.75,3531,4170.875,5618.583,553.917,940.625,28.25,1749.75,0.208,1719.375,0.209,1635.917
473,1479.084,3482.333,140.834,523.333,11.875,3441.667,3932.375,5654.167,544.708,964.542,28.083,1756.625,0.25,1743.917,0.209,1692.791
474,1490.208,3190.291,125.5,513.833,11.75,3469.833,3964.541,5552,522.25,934.417,27.833,1734.334,0.208,1742.084,0.209,1600.166
475,1492.75,3092.541,125.459,513.958,11.917,3518.083,3908.75,5673.417,525.833,962.542,28,1735.375,0.208,1750.542,0.209,1590.334
476,1522.875,3150.292,125.833,513.708,11.75,3433.125,4052.667,5574.167,520.375,920.958,27.583,1734.666,0.208,1745.125,0.208,1604.083
477,1541.709,3320.458,129.125,536.917,11.709,3452.375,3893.75,5583.042,526.708,932.583,27.875,1738.791,0.25,1727.583,0.208,1619.958
478,1532.5,3502.667,136.083,644,11.625,3483.75,3970.792,5882.333,529,951.834,27.958,1751.417,0.25,1744.209,0.25,1625.625
479,1642.5,3256.667,125.625,543.917,11.792,3450.166,3897.959,5567.708,518.75,928.542,27.75,1746.292,0.25,1759.5,0.208,1661.208
480,1638.25,3255.125,125.542,524.834,11.708,3457,4048.334,5748.125,535.084,929.875,28.209,1762.291,0.209,1757.333,0.208,1668.833
481,1696.75,3100.75,125.625,542.708,11.875,3472.708,3994.291,5706.833,538.459,939.583,28.083,1737,0.25,1711.125,0.208,1684.583
482,1595.917,3205.333,125.791,526.333,11.708,3484.167,4038.542,5652.833,525.417,933,27.584,1768.666,0.25,1751.125,0.208,1642.625
483,1666.292,3193.083,125.375,514.625,11.667,3502.625,3977.208,5601.375,553,955.417,27.791,1771.375,0.208,1769.916,0.208,1696.875
484,1502.25,3107.833,125.875,516.792,11.958,3500.333,4056.875,5736.042,524.334,927.042,28.208,1841.75,0.208,1780.292,0.209,1658.291
485,1654.584,3196.958,125.875,515.125,11.708,3450.917,3909.041,5772.125,534.292,952.875,27.875,1815.541,0.208,1855.167,0.25,1645.75
486,1599.208,3148.916,125.583,514.083,11.708,3486.333,3958.042,5656.875,535.667,959.084,28.083,1829.834,0.25,1805,0.209,1729.333
487,1615.666,3154.167,125.708,514.583,11.959,3446.417,3968.375,5791.042,545.5,927.708,28.125,1835.791,0.25,1779.792,0.209,1609.75
488,1514.292,3052.667,125.875,513.917,11.584,3480.916,3869.708,5524.709,535.083,941.916,27.916,1750.292,0.25,1842,0.209,1782.791
489,1471.209,3111.5,125.625,521.667,11.708,3582.791,3929.417,6025.667,525.25,946,28.166,1743.125,0.25,1801.125,0.292,1618.875
490,1551.416,3323.291,125.792,514.25,11.916,3467.208,4116.25,5576.667,519.5,944.5,28,1880.125,0.208,1836.5,0.166,1688.25
491,1491.917,3086.708,128.042,514.167,11.709,3493.917,4047.792,5633.792,520.75,943.125,28.042,1767.291,0.25,1740.208,0.208,1674.084
492,1589.459,3218.417,129.125,543.625,11.667,3493.083,3912.791,5792.625,537.542,939.792,28.041,1775.75,0.25,1744.375,0.25,1632.833
493,1553.209,3177.583,125.625,514.542,11.917,3670.875,3964.875,5959.167,532.584,929.75,28.084,1780,0.25,1713.5,0.25,1748.875
494,1561.291,3279.083,134.75,514.292,11.833,3570.333,4050.125,5477.084,529.334,928.584,28.333,1774.875,0.208,1818,0.25,1608.208
495,1515.917,3106.541,125.667,514.042,11.583,3538.708,4019.042,5615.166,520.834,939.375,27.709,1804.167,0.208,1835.667,0.209,1698.375
496,1514.833,3234.625,125.917,514.166,11.75,3642.583,4003.375,5670.958,520.708,929.75,27.5,1770.583,0.208,1779.833,0.209,1680.25
497,1656.041,3166.959,125.791,514.916,11.959,3514.917,3917.292,5481.917,523.833,921.458,27.916,1792.417,0.25,1895.167,0.209,1621.625
498,1525.792,3230.042,129.25,561.125,11.875,3462.25,3974.291,5576.125,524.167,950.416,28.167,1749.625,0.25,1709.417,0.209,1719.208
499,1510.958,3091.292,125.584,516.875,11.709,3479.167,4030.75,5559.833,520.459,945.625,27.916,1765.166,0.25,1713.958,0.25,1600.042
500,1494.958,3607.667,138.583,521.792,11.917,3643.166,4000.958,5707.75,524.75,929.583,28.042,1733.959,0.25,1832.333,0.208,1639
