,BLS TC Sign 32B (µs),BLS TC Sign 1MiB (µs),BLS BLST Sign 32B (µs),BLS BLST Sign 1MiB (µs),ED25519 Sign 32B (µs),ED25519 Sign 1MiB (µs),BLS TC Verify 32B (µs),BLS TC Verify 1MiB (µs),BLS BLST Verify 32B (µs),BLS BLST Verify 1MiB (µs),ED25519 Verify 32B (µs),ED25519 Verify 1MiB (µs),SHA2-512 32B (µs),SHA2-512 1MiB (µs),SHA3-256 32B (µs),SHA3-256 1MiB (µs)
Average,=AVERAGE(B5:B1004),=AVERAGE(C5:C1004),=AVERAGE(D5:D1004),=AVERAGE(E5:E1004),=AVERAGE(F5:F1004),=AVERAGE(G5:G1004),=AVERAGE(H5:H1004),=AVERAGE(I5:I1004),=AVERAGE(J5:J1004),=AVERAGE(K5:K1004),=AVERAGE(L5:L1004),=AVERAGE(M5:M1004)
Median,=MEDIAN(B5:B1004),=MEDIAN(C5:C1004),=MEDIAN(D5:D1004),=MEDIAN(E5:E1004),=MEDIAN(F5:F1004),=MEDIAN(G5:G1004),=MEDIAN(H5:H1004),=MEDIAN(I5:I1004),=MEDIAN(J5:J1004),=MEDIAN(K5:K1004),=MEDIAN(L5:L1004),=MEDIAN(M5:M1004)
stdev,=STDEV(B5:B1004),=STDEV(C5:C1004),=STDEV(D5:D1004),=STDEV(E5:E1004),=STDEV(F5:F1004),=STDEV(G5:G1004),=STDEV(H5:H1004),=STDEV(I5:I1004),=STDEV(J5:J1004),=STDEV(K5:K1004),=STDEV(L5:L1004),=STDEV(M5:M1004)
501,1576.042,3254.958,130.167,527.125,11.833,3436.125,3945.583,5583.667,531.042,932.458,28.167,1788.291,0.208,1802.666,0.208,1655.125
502,1457.125,3211.416,125.25,529.667,11.625,3568.416,4300.875,5549.625,542.791,928.625,31.542,1804.334,0.208,1927.833,0.208,1616.209
503,1601.041,3170,125.708,513.958,11.75,3523.375,3981.541,5792.125,516.334,937.834,27.833,1792.917,0.208,1830.75,0.25,1692.375
504,1535.833,3341.292,125.583,554.292,11.666,3473.458,3914.167,5952.541,528.334,938.166,28.042,1802,0.208,1844.916,0.208,1586.666
505,1579.167,3330.583,125.542,521.125,18.417,3487.958,3952.083,5471.208,524.166,936.417,27.75,1734,0.208,1793.125,0.208,1708.292
506,1566.541,3440.041,125.667,513.875,11.667,3672.417,3970.125,5654.667,528.125,934.458,27.458,1758.041,0.208,1791.75,0.208,1754.25
507,1584.125,3197.834,125.875,513.875,11.708,3490.375,4005.25,5801.959,528.459,938.292,28.25,1801.375,0.208,1807.375,0.208,1618.333
508,1631.708,3231.375,125.75,513.791,11.708,3487.375,3989.958,5518.791,526.125,943.042,27.875,1753.916,0.208,1708.292,0.208,1697.583
509,1570.708,3136.083,143.458,523.25,11.625,3620.875,4079.417,5672.292,519.667,920.333,40.708,1759.791,0.25,1821.375,0.209,1607.5
510,1520.333,3155.583,144.417,520.75,11.709,3531.625,3867.542,5552.792,519.333,924.125,27.875,1797.875,0.25,1811.333,0.209,1621
511,1656.083,3103.833,125.666,513.709,11.708,3447.417,3876.25,5516.75,516.458,946.625,28.25,1746.084,0.25,1708.458,0.209,1682.167
512,1515.375,3127.583,126,533.541,11.667,3467.542,3869.083,5657.375,541.875,963.5,27.958,1756,0.25,1774.291,0.209,1779.542
513,1698.333,3111,129,530.042,11.709,3490.416,3904.625,5640.458,519.125,934.625,27.917,1792.458,0.25,1789.125,0.25,1617.625
514,1494.583,3519.416,125.583,517.291,11.708,3471.209,3965.708,5567.75,527.291,930,40.584,1779.166,0.208,1707.125,0.25,1630.333
515,1642.208,3109.084,125.584,514.083,11.75,3469.25,3911.916,5954.958,539,927.416,27.875,1739.416,0.208,1796.667,0.208,1730.916
516,1480.667,3223.208,129.166,537.458,11.75,3473.25,3931.333,5630.042,538.75,931.333,28.25,1777.334,0.25,1809.791,0.208,1646.292
517,1468.708,3144.041,134.167,533.167,11.666,3479.5,3995.625,5547.709,544.375,937.125,28.375,1782.75,0.25,1705.958,0.25,1648.291
518,1557.375,3263.167,125.833,514.084,11.709,3623.666,3948.417,5635.417,526.5,929.292,28.166,1741.417,0.25,1824.292,0.333,1671.625
519,1830.084,3191.834,125.209,520.542,11.75,3504.375,3913.875,5517.042,526.125,939.292,28.167,1789.167,0.25,1787.083,0.209,1601.167
520,1493.167,3351.666,137.5,514,11.709,3531.625,4064.458,5468.875,527.958,940.417,35.5,1750.125,0.208,1748.125,0.209,1745.375
521,1509.667,3173.208,139.708,518.416,11.708,3534.458,3891.875,5706.334,525.875,921.917,27.875,1751.333,0.25,1830.083,0.209,1637.875
522,1488.708,3273.417,125.375,514.042,11.667,3529.5,3970.917,5618.5,521.583,929.041,27.917,1748.083,0.25,1709.542,0.209,1641.208
523,1478.375,3205.667,125.708,524.25,11.709,3516.041,3914.75,5633.833,530.75,1054,28.042,1791.167,0.25,1706.292,0.208,1646.625
524,1553.25,3257.958,130.334,544.75,11.75,3514.417,3997.959,5782.041,524.458,940.25,28.125,1748.041,0.25,1855,0.208,1622.209
525,1567.667,3128.583,125.541,513.458,11.666,3453.375,3949.416,5586.125,528.125,933.375,28.083,1751.042,0.208,1730.5,0.208,1609.417
526,1614.334,3172,138.292,528.917,11.708,3548.792,4281.25,5558.625,529.5,934.375,28.375,1756.625,0.208,1834,0.208,1674.25
527,1846.667,3199,125.5,513.875,11.667,3480.167,3892,5526.333,528.041,955.416,27.875,1758.959,0.208,1752.75,0.25,1641.167
528,1894.916,3168.708,125.958,530.042,11.708,3461.625,3892.708,5617.042,543.333,960.667,28.042,1744.375,0.208,1797.833,0.208,1680.291
529,1711.292,3347.625,125.625,530.667,11.667,3507.333,3892.292,5499.667,523.625,924.5,28.292,1762.084,0.208,1712.5,0.208,1600.875
530,1539.542,3206.334,125.708,528.25,11.75,3429.875,3907.167,5514.125,523.75,931.542,27.916,1752.208,0.25,1706.083,0.208,1591.25
531,1716.125,3128,125.5,524.708,11.792,3477.667,3877,5713.208,550.208,960.583,28.333,1760.625,0.25,1720.333,0.208,1713
532,1660.5,3258.875,125.833,525.25,11.666,3662.541,3960.458,5614.833,519.625,955,28.125,1747.292,0.25,1708.5,0.209,1609.5
533,1558.542,3413.375,125.625,517.208,11.75,3461.791,3906.292,5587.417,522.833,941.125,28.25,1771.209,0.25,1707.709,0.209,1592.625
534,1558.125,3202.75,132.333,526.625,11.666,3479.209,3888.292,5529.75,528.416,934.75,27.834,1741.917,0.209,1795.542,0.209,1659.292
535,1510.792,3156.75,125.959,513.916,11.709,3455.333,3906.708,5520.458,516.666,936.416,27.542,1751.25,0.209,1814.125,0.209,1591.959
536,1515.791,3244.125,125.583,520.917,11.708,3491.292,4245.542,5530.666,524.417,942.209,28.042,1746,0.209,1749.25,0.209,1692.625
537,1542.167,3161.708,125.625,516.5,11.792,3424.292,3967.625,5646.791,522.042,951.458,28.333,1742.667,0.208,1887.209,0.209,1632.834
538,1545.416,3165.667,125.792,513.5,11.75,3459.459,3912.959,5739.292,514.125,939.041,27.958,1769.959,0.25,1789.833,0.25,1634.417
539,1546.083,3286.084,125.666,537.583,11.708,3515.166,4502.709,5544.667,517.542,940.167,31.084,1752.333,0.25,1750.625,0.25,1650.25
540,1740.25,3185.542,125.792,517.5,11.708,3481.792,4016.834,5610.916,518.708,942.5,28,1749.917,0.25,1792.416,0.208,1638.375
541,1547.667,3190.125,125.792,533.416,11.667,3447.458,4076.416,5554.375,538.875,920.708,28.167,1754.125,0.208,1812.667,0.208,1680.584
542,1509.209,3092.792,125.375,542.917,11.709,3456.708,3882.25,5521.375,513.791,1006.083,28.042,1750.042,0.208,1730.875,0.25,1589.542
543,1497.917,3639.167,125.709,526.666,11.75,3480.583,3866.375,5505.834,538.041,954.75,28.084,1763.875,0.208,1755.958,0.25,1638.125
544,1723.5,3132.709,125.75,513.667,11.625,3566.125,4172.291,5525.334,535.958,933.958,27.875,1745.75,0.25,1753.25,0.208,1654.458
545,1584.916,3155.291,125.833,522.458,11.625,3506.75,3925.667,5847,516.291,960.458,28.375,1750.75,0.209,1849.625,0.208,1634.583
546,1499.417,3371.125,125.708,524.542,11.708,3435.792,3893.417,5590.167,521.209,919.708,28.042,1759,0.25,1716.958,0.208,1746.917
547,1693.042,3174.792,125.667,528.167,11.667,3500.458,4434.708,5576.667,517.792,945,38.75,1739.167,0.25,1724.458,0.209,1639.875
548,1630.541,3218.791,125.625,514.041,11.708,3445.834,4049.667,5558.458,523.583,958.583,27.792,1739.709,0.25,1720.458,0.209,1632.75
549,1506.125,3226.292,125.667,517.292,11.708,3511.125,4020.875,5716.75,517.833,922.917,28.334,1794.5,0.208,1742.75,0.209,1655.875
550,1547.75,3183.666,125.709,517.167,11.75,3472.791,3938.916,5611.75,536.125,933.917,28.042,1754.709,0.208,1788.25,0.208,1641.292
551,1507.708,3119.833,125.708,535.5,11.667,3470.292,3912.833,5523.333,517.666,920.459,28,1746.208,0.208,1947.542,0.208,1633.959
552,1511.709,3163.083,125.708,522.875,11.625,3514.584,4008.375,5631.958,516.75,990.291,27.916,1751.792,0.25,1707.125,0.208,1644.333
553,1583.208,3114.625,125.709,513.833,11.75,3458,4129.709,5563.25,517.042,936.75,27.875,1748.833,0.25,1850,0.208,1645.959
554,1533.458,3221.583,125.625,513.875,11.709,3424.625,3898.041,5941.875,533.208,920.584,27.917,1750.5,0.25,1808.083,0.208,1680.459
555,1510.042,3257.542,125.75,516.375,11.708,3475.916,3960,5446.167,522.375,949.25,28.042,1751.75,0.25,1706.833,0.208,1632.167
556,1515.208,3114.292,125.542,513.834,11.75,3444.875,3953.875,5554.5,566.708,929.292,28.291,1749.417,0.209,1815.083,0.25,1646.25
557,1490.875,3142.958,125.875,514,11.709,3447.625,4833.834,5894.083,558.75,940.208,27.875,1740.125,0.209,1856.583,0.25,1731.75
558,1508.167,3134.208,125.917,513.834,16.333,3425.791,4065.041,5577.875,528.708,941.666,27.75,1733.417,0.209,1920.5,0.208,1610.584
559,1520.042,3195.958,125.75,514,11.666,3581.041,4016.375,5539.333,535.666,948.708,27.917,1744.459,0.209,1774.584,0.208,1588.875
560,1531.5,3430.917,125.75,514.125,11.708,3457.75,4069.958,5796.584,528.542,924.375,27.75,1750.208,0.25,2568.375,0.208,1596.958
561,1619.917,3237.542,125.875,513.792,11.708,3484.958,3943.167,5651.167,529.25,920.667,27.792,1764.542,0.25,3868.333,0.25,1692.041
562,1516.875,3508.584,125.666,540.791,11.75,3486.625,3961.041,5472.041,517.208,953.333,28.125,1764.916,0.25,1891.584,0.208,1626.292
563,1494.25,3718.5,125.792,542.583,11.667,3469.167,4104.25,5500.166,523.583,933.708,27.333,1746.25,0.208,2048.083,0.208,1588.75
564,1506.125,3245.958,125.708,550.125,11.709,3439.042,4074.208,5841.084,534,928.792,27.875,1765.583,0.208,2067.916,0.208,1587.875
565,1507.917,3078.75,125.709,541.166,11.75,3487.209,4302.167,5535.375,554.958,938.25,27.708,1754.375,0.208,1706.458,0.25,1592.667
566,1613.959,3208.375,125.625,521.792,11.667,3495.708,3869.875,5578.708,557.834,941.625,27.916,1742.5,0.25,1853.375,0.209,1600.916
567,1561.625,3195.125,125.916,525.25,11.708,3455.75,3920.333,5618,538.291,935.5,27.625,1770,0.25,2585.792,0.209,1619
568,1547.042,3136.833,125.417,536.375,11.708,3553.708,4057.166,5548.167,528.833,921.25,28,1751.125,0.209,1846.541,0.209,1596.75
569,1731.166,3319.041,128.083,513.75,11.834,3484.625,4041.5,5592.959,532.625,941.709,27.792,1751.166,0.25,1803.792,0.25,1605.459
570,1604.792,3158,125.708,513.75,11.667,3453.083,3886.334,5572.25,529.708,941.166,28.125,1750.583,0.25,1756.791,0.25,1595.291
571,1617.416,3136.917,125.875,517.25,11.75,3453.708,3902.583,5520.916,547.833,921.208,28.167,1752.625,0.208,1721.167,0.208,1648.125
572,1643.708,3251.042,130,525.541,11.75,3593.75,4282.5,5627.5,521.75,927.959,28.125,1746.125,0.208,1805.5,0.208,1673.791
573,1570.125,3136.792,135.959,520.625,11.625,3593,3884.875,5603.458,528.417,965.083,28.084,1801.583,0.208,1798.458,0.208,1591.25
574,1582.416,3153.417,125.708,523.666,11.709,3458.208,3959.042,5488.083,527.542,919.458,27.5,1766.334,0.25,1789.834,0.333,1721.666
575,1857.375,3304.125,125.708,513.833,11.667,3518.5,3929.417,5709.208,525.584,967.208,28.25,1745.292,0.25,1780.292,0.209,1652.5
576,1543.083,3139.458,125.625,517.166,11.667,3543.959,4067.916,5543.333,523.25,936.042,28.25,1751.958,0.25,1788.875,0.209,1611.708
577,1668.292,3246.25,125.709,545.334,11.667,3483.333,3919.25,5548.916,521.583,920.042,27.875,1747.208,0.25,1786.334,0.209,1586.166
578,1673.542,3391.709,125.791,528.084,11.708,3479.875,3998.416,5556.458,516.25,929,28.083,1746.666,0.25,1780.209,0.209,1668.542
579,1636.666,3125.042,125.417,537.875,11.75,3455.833,3948.209,5637.917,519.125,947.083,31.583,1774.125,0.209,1764.208,0.25,1630
580,1602.667,3119.166,125.625,513.917,11.667,3456.167,3963.042,5609.292,521.166,949.542,28.458,1761.333,0.209,1780.709,0.208,1596.833
581,1490.084,3151.125,125.458,522.334,12.292,3498.709,3908,5672.375,521.125,953.333,28.291,1749.25,0.25,1811.083,0.208,1674.416
582,1596.875,3196.583,139.666,518.291,11.75,3516.291,3891.666,5562.541,519.667,959.417,28.042,1742,0.25,1805.542,0.208,1669
583,1495.625,3118.875,125.708,513.958,11.667,3462.208,4006.125,5717.125,521.833,959.458,28.125,1733.667,0.25,1808.333,0.208,1670.375
584,1510.417,3152.167,125.667,516.916,11.708,3516.084,4075.083,5597.208,519.834,920.917,28.041,1745.125,0.25,1822.25,0.208,1599
585,1727.958,3140.583,125.708,516.958,11.75,3436.291,3985.625,5647.959,527.5,941.625,28.042,1781.791,0.25,1832.125,0.208,1722.958
586,1507.375,3164.583,125.459,523.416,11.625,3456.333,4210.083,5591.916,527.166,940.583,28.041,1763.25,0.208,1817.542,0.208,1640
587,1528,3118.75,125.625,516.709,11.75,3490.042,4016.75,5810.917,538.791,924,27.958,1754.083,0.208,1804.666,0.208,1643.5
588,1607.25,3586.334,125.833,522.458,11.875,3474.375,3905.791,5658.75,518.667,945.416,28.209,1747.208,0.208,2176.625,0.25,1612.416
589,1664.5,3493.542,125.917,518.625,11.875,3478.792,3906.708,5553.583,533.625,959.75,28.334,1753.917,0.25,1867.875,0.209,1602.958
590,1594.375,3124.291,125.75,526.541,11.917,3474.166,3981.334,5716.208,519,953.291,28.083,1743.041,0.25,1873.333,0.209,1593.125
591,1601.041,3242.666,125.667,531.791,11.709,3482.375,4103.416,5683.709,537.791,940.875,27.875,1763.458,0.25,1849.666,0.209,1589.375
592,1819.667,3223.042,125.708,517.292,11.666,3518.292,4202.584,5707.208,523.875,920.5,28.25,1741.334,0.25,1783.625,0.209,1671.667
593,1653.916,3093.292,125.709,539.334,11.667,3463.667,3971,5605.417,525.042,927.917,27.875,1765.625,0.25,1813.042,0.209,1642.458
594,1572.667,3181.667,125.458,513.917,11.709,3471.542,4237.666,5696.458,521.625,923.625,28.166,1753.458,0.208,1749.208,0.209,1621.333
595,1609.75,3414.084,125.708,519.541,11.666,3465,4039,5822.167,526.209,944.459,28.25,1748,0.208,1892.333,0.25,1633.584
596,1514.375,3124.833,125.792,513.708,11.917,3423.791,4510.792,5523.417,525.167,939.625,28.334,1747.792,0.208,1798.458,0.208,1636.667
597,1690.875,3140.5,125.583,514.084,11.75,3561.208,4372.709,5553.916,566.458,935.25,27.959,1749.625,0.25,1805.667,0.25,1684.958
598,1536.334,3171.667,125.792,513.792,11.75,3456.166,3961.166,6386.584,530.833,927.125,28,1740.042,0.25,1861.5,0.25,1635.125
599,1488.708,3090.875,125.541,513.917,11.708,3474.416,4226.042,5732.083,538.125,936.875,28.375,1745.458,0.25,5177.458,0.209,1648.334
600,1507.042,3393.791,125.584,525.958,11.709,3499.083,3903.5,5623.541,531.542,920.667,28.209,1748.708,0.208,3893.25,0.209,1644.792
601,1583.417,3140.291,125.875,545.291,11.708,3453.709,3865.542,5456.167,529.583,920.375,27.583,1746.084,0.25,2347.584,0.25,1633.125
602,1497.208,3228.042,125.625,540.375,16.292,3489.709,3955.625,5572.292,531.084,919.583,28.041,1754.084,0.209,2533.25,0.209,1638.167
603,1686.292,3390.208,125.5,553.417,11.792,3508.209,3943.042,5544.625,529.125,1036.334,28.167,1752.709,0.209,4524.417,0.209,1645.792
604,1514.625,3124.666,125.584,513.875,11.708,3479.333,3876.916,5543.792,524.833,965.125,27.958,1750.458,0.25,1749.375,0.209,1722.75
605,1506.416,3177.209,133.5,517.459,11.667,3518.75,4023.875,5757.25,533,923.25,28.417,1741.666,0.25,1918.709,0.209,1593.333
606,1527.167,3334.375,130.959,581.084,11.792,3446.709,4003.5,5551.75,517.833,926.792,27.917,1742.708,0.25,1707.833,0.25,1903.334
607,1738.292,3188.666,131.209,542.916,11.667,3544.833,4534.917,5751.916,517.375,950.834,28.458,1746.333,0.25,1707.334,0.208,1648
608,1494.292,3791.708,130.917,526.459,11.667,3528.084,4116.875,5508.833,517.083,942.708,28.375,1733.75,0.25,1745.417,0.208,1595.792
609,1596.875,3212.625,131.125,524.958,11.667,3450.667,4461.541,5652.625,521.5,951.125,28.166,1744.292,0.25,1800.041,0.25,1599.458
610,1572.25,3292.958,136.041,531.917,11.667,3541.084,3893.833,5561.25,534.875,934.792,28.334,1753.583,0.25,1752.541,0.209,1710.792
611,1505.708,3207.916,139.25,514.042,11.708,3476.625,3925.25,5695.75,528.541,954.5,27.958,1746.292,0.208,1760.375,0.208,1618.959
612,1497.292,3137.875,135.583,513.875,11.625,3432.208,4043,5491.834,521.625,965.959,27.708,1741.708,0.208,2162.583,0.208,1655.292
613,1589.959,3152.416,131.208,532.667,11.792,3522.583,4054.458,5653.209,534.416,966.208,28.25,1737.542,0.208,1707.792,0.208,1683.083
614,1644.167,3157.125,135.459,513.917,11.75,3502.583,4081.792,5992.375,519.75,930.25,27.708,1745.333,0.208,1748.458,0.208,1615.791
615,1642,3485.041,137.75,513.833,11.75,3459.125,4047.875,5609.209,518.791,920.5,28.042,1747.083,0.208,1824.75,0.25,1591.792
616,1510.834,3108.75,131.083,538.875,11.709,3520.666,3967.5,5531.375,516.417,927.542,27.958,1751.542,0.25,1707.333,0.208,1653.166
617,1572.833,3306.541,130.958,540.917,11.708,3501.708,3964.417,5504.375,528.75,969.666,28.541,1751.667,0.25,2154.542,0.25,1754.125
618,1507.125,3381.708,135.417,520.625,11.667,3464.333,4095.833,5478.709,529.792,948.875,28.125,1753.791,0.25,1767.875,0.25,1680.625
619,1492.375,3155.667,131.375,520.333,11.667,3499.334,4026.875,5634.875,523.208,924.875,28.125,1745.583,0.25,1706.709,0.208,1643.208
620,1936.917,3221.334,131.125,523.708,11.708,3487.5,3868.375,5629.541,527,942.167,28.083,1734.5,0.25,1823.917,0.208,1650.459
621,1836.625,3271.583,131.083,572.625,11.625,3557.833,3898.333,5599.459,525.375,957.083,28.25,1761.5,0.208,1839.125,0.208,1659.75
622,1727.375,3167.125,131.125,518.334,11.667,3504.917,4016.375,5806.875,519.792,963.209,28.25,1776.208,0.208,1707.333,0.208,1674.458
623,1528.375,3249.375,130.958,526.625,11.708,3472.333,4019.708,5543.625,527.292,947.209,28,1746.958,0.208,2176.208,0.292,1694.709
624,1596.458,3340,131.083,529.625,11.708,3468,4228.166,5510.25,527.209,962.125,28.084,1750.125,0.208,1708.084,0.209,1637.166
625,1582.167,3062.583,131.333,529.75,11.667,3542.417,3949.125,5525.875,525.75,920.209,28.167,1748.375,0.25,1891.333,0.25,1604.458
626,1501.583,3197.833,146.292,517.042,11.708,3495.709,3951.042,5706.417,518.333,953.917,28.125,1741.75,0.25,1839.209,0.208,1695.625
627,1741.708,3296.875,131,520.666,11.625,3494,4215.834,5746.708,521.084,935.75,28,1742.584,0.25,1741.375,0.208,1736.25
628,1519.042,3169.125,130.958,526.417,11.792,3482.125,4121.667,5572.5,520.167,938.25,28.125,1748.25,0.209,1807.333,0.208,1632.25
629,1552.833,3229.875,137.25,521.792,11.917,3454.708,4064.417,5736.209,517.75,959.541,27.75,1747.667,0.209,2410.334,0.208,1649.083
630,1886.583,3136.917,131.042,513.792,11.833,3514.25,4056.25,5507.166,540,933.958,27.833,1744.875,0.209,1707.666,0.208,1662.833
631,1474.375,3209.083,138.916,519.333,11.875,3491.625,4022.333,5750.541,518.875,949.166,27.708,1733.834,0.25,1856.334,0.208,1667.875
632,1729.875,3339.458,131.167,513.833,11.875,3466.042,4067.75,5530.5,567.083,920.417,28.042,1918.709,0.25,1933.291,0.208,1757.791
633,1558.834,3095.209,136.333,519.042,11.875,3457.917,3954.084,5603.041,601.708,928,28.042,1751.625,0.25,3722.667,0.25,1606.5
634,1617.5,3180.75,131.125,517.791,11.833,3496.833,4196.125,5533.25,521.709,939.75,27.959,1747.375,0.25,1957.709,0.208,1610.5
635,1599.625,3134.083,138.458,521.333,11.834,3448.5,4001.417,5615.208,519.417,920.292,28.208,1750.25,0.25,1706.292,0.208,1651.333
636,1591.5,3117.458,130.917,517.166,11.75,3448.375,4031.833,5496.458,519.5,924.542,27.958,1733.583,0.208,1820.958,0.208,1620.584
637,1757.375,3136.375,131.042,529.583,11.667,3451.791,4485.459,5555.584,536.875,934.833,27.625,1749.875,0.208,1799,0.209,1819.042
638,1600.917,3429.083,131.042,519.542,11.75,3465.666,3991.375,5486.458,564.542,924.709,28.208,1757.584,0.25,1746.833,0.209,1705.375
639,1505.208,3238.875,131,524.916,11.666,3483.125,4415.417,6369.666,535.5,951.375,28,1763.584,0.25,1823.917,0.209,1736.333
640,1521.167,3230.584,130.875,517.166,11.75,3440.209,3937.75,5482.208,526.209,930.084,27.959,1753.292,0.25,1828.666,0.208,1612.584
641,1759.959,3229.333,136.25,513.709,18.959,3438.333,3949.584,5482.209,548.5,941.917,28.208,1750.375,0.25,1927.375,0.208,1718.625
642,1501.875,3426.75,130.958,531.875,11.625,3437.625,4235.958,5642.208,520.625,935.625,28.125,1750.667,0.208,1791.875,0.208,1652.125
643,1595.209,3116.125,131.041,530.583,11.709,3437.042,4016.708,5563.667,521.333,953.125,28.125,1734.583,0.208,1777.75,0.208,1626.375
644,1659.583,3236.667,130.917,526.167,11.583,3444.125,3878.459,5550.333,522.375,932.375,28.25,1734.583,0.208,1814.417,0.25,1732.583
645,1699.375,3226.666,131.209,517.167,16.708,3456.417,3863.333,5610.291,530.833,920,28.083,1751.792,0.208,1808.125,0.25,1765.75
646,1505.542,3412.417,143.959,513.708,11.708,3455.709,4081.916,5642.833,524.625,918.542,28.25,1747,0.25,1709.5,0.208,1631.125
647,1551.292,3255.375,137.916,528.667,11.792,3436.375,4040.708,5535,543.208,928.958,28.084,1750.959,0.25,1866.375,0.208,1712.792
648,1778,3200.375,130.875,513.958,11.667,3457.625,3986.625,5815.083,532.625,918.959,28.25,1752.917,0.25,1706.125,0.208,1606.833
649,1546.875,3340.25,134.75,517.209,11.791,3433.833,3991.875,5655.542,542.458,943.125,27.834,1747.416,0.25,1737.916,0.208,1595.292
650,1485.75,3172.708,130.792,513.959,11.708,3453.792,4013.75,5638,524.333,917.833,27.958,1743.291,0.209,1838.625,0.208,1759.917
651,1621.25,3169.125,130.916,543.166,11.667,3449.833,4249.709,5583.667,538.792,943.791,28.167,1737.083,0.209,1837.709,0.208,1584.333
652,1546.334,3254.667,131.042,563,11.75,3456.792,3969.875,5539.459,544.458,974.542,27.792,1734.708,0.209,1745.125,0.208,1587.042
653,1709.458,3286.917,126.416,521.875,11.709,3599.625,4206.083,5560.917,527.958,919.209,28.167,1792.042,0.209,1813.792,0.208,1701.042
654,1465.708,3405.917,125.583,513.584,11.75,3519.416,4042.916,5598.625,545.916,966.958,27.875,1778.333,0.25,1708.083,0.25,1602.25
655,1680.666,3234.458,125.667,570.458,11.625,3530.75,3911.667,5654.25,523.625,931.166,28,1824.458,0.25,1707.75,0.209,1599.5
656,1722.042,3172.375,129.208,519.083,11.666,3525.958,4118.041,5549.417,518.167,930.209,27.75,1815.917,0.25,1836.708,0.209,1677.375
657,1687.334,3159.833,135.542,524.834,11.667,3447.375,3957.333,5645.542,526.875,920.334,27.833,1793.125,0.25,1870.875,0.209,1673.458
658,1537.5,3235.5,125.666,517.333,11.666,3514.25,4026.375,5668.333,524.5,918.208,28.334,1811.583,0.208,1827.916,0.209,1608.208
659,1482.917,3169.333,126.584,535.292,11.708,3533.708,3994.542,5912.584,527.666,938.083,28.084,1812.125,0.208,1810.583,0.25,1692.125
660,1528.708,3343,126.209,513.875,11.708,3494.042,3878.917,5581.5,517.792,944.417,27.833,1759.375,0.25,1734.25,0.25,1654.75
661,1794.541,3218.5,133.041,518.792,11.708,3479.416,3871.125,5744.667,526.333,945.333,28.083,1755.459,0.25,1713.875,0.208,1631.666
662,1508.667,3307.459,130.375,531.542,11.708,3447.791,3913.167,5630.833,527.292,941.625,28,1734.834,0.25,1706.583,0.208,1749.958
663,1793.958,3214.292,132.042,536.416,11.667,3447.542,3932.708,5520.5,518.75,919.833,27.958,1742.208,0.25,1706.667,0.208,1609.416
664,1556.458,3176.834,125.708,530,11.708,3533.292,3938.666,5580.042,517.792,949.833,28.042,1742.833,0.209,1707.5,0.25,1652.333
665,1571.208,3118.333,125.625,514.125,11.75,3568.875,3928.458,5605.625,526.083,932.708,28,1753.791,0.208,1896,0.25,1635.875
666,1659.708,3199.833,125.791,513.792,11.667,3446.542,4166.459,5526.666,541.042,941.75,28.416,1734.083,0.208,1801.209,0.25,1626.208
667,1505.667,3736,125.458,525.5,11.667,3458.042,4025.5,5470.291,522.708,938.084,28.083,1801.5,0.208,1782.667,0.208,1735.041
668,1576.75,3121.333,125.458,522.334,11.667,3480.75,4047.334,5989.958,536.417,926.25,28.166,1734.916,0.208,1772.625,0.208,1603.416
669,1456.75,3161.167,125.584,547.209,11.75,3446.583,4081.042,5518.875,522.042,928.625,27.583,1758.958,0.25,1741.333,0.208,1654.25
670,1485.875,3218.791,125.625,513.833,11.666,3541.5,3990.833,5625.334,519.834,919.75,31.666,1744.959,0.25,1790.959,0.208,1688.917
671,1499.042,3210.959,132.75,525.041,19,3476.834,3941.084,5949.5,524.042,928,27.916,1857.166,0.25,1803.417,0.25,1624.292
672,1529.583,3148.667,125.542,514,11.667,3445.583,3898.167,5572.834,530,964.375,27.958,1847.667,0.208,1732.083,0.209,1748.625
673,1765.666,3510.583,125.583,535.167,11.666,3442.709,3964.708,5685.291,524.334,919.708,27.667,1794.167,0.25,1873.5,0.209,1606.459
674,1505.916,3237.459,129.208,535.375,11.75,3465.458,4028.125,5593.666,525.375,944.417,28.209,1733.833,0.25,1722.959,0.209,1628.083
675,1471.208,3140.792,125.708,525.5,11.916,3478.5,3878.5,5523.167,521.792,920.583,28.25,1781.333,0.208,1757.958,0.25,1724.291
676,1552.458,3328.125,129.209,539.458,11.958,3475.25,3869.208,5576.792,519.625,920.375,35.625,1766.333,0.208,1790.708,0.208,1661.041
677,1660.125,3119.291,125.791,513.542,11.709,3445.042,3865.667,5696.125,518.042,949.875,27.75,1791.167,0.208,1763.583,0.208,1776.083
678,1723.584,3089.958,126.709,521.333,11.75,3435.959,3869.917,5457.25,517.084,929.666,27.667,1798.167,0.25,1714.25,0.208,1695.166
679,1736.958,3121,135.167,513.917,11.708,3434.792,3882.333,5564.917,516.834,928.625,36.875,1784.709,0.25,1817.375,0.208,1640.292
680,1693.042,3110.917,128.917,528.833,11.875,3452.583,4077.209,5565.084,516,919.916,28.25,1801.875,0.25,1791.958,0.208,1734.041
681,1565.625,3395.291,125.667,551.042,11.709,3481,4072.959,5492.25,516.542,921.25,28.417,1777.542,0.209,1716.208,0.208,1619.958
